heading_id,page,level,ordinal,heading_slug,text,reconstituted,anchored,absorbed,toc_role
p354-proposed-integration-plan,354,1,488,p354-proposed-integration-plan,Proposed Integration Plan:,0,1,,structural
p354-main-text-section-iii-the-core-vision-fi,354,3,489,p354-main-text-section-iii-the-core-vision-fi,Main Text: Section III ( The Core Vision ) — final paragraph,0,1,,structural
p355-footnotes-within-that-paragraph,355,3,490,p355-footnotes-within-that-paragraph,Footnotes (within that paragraph):,0,1,,structural
p355-next-output-targeted-revisions,355,1,491,p355-next-output-targeted-revisions,Next Output: Targeted Revisions,0,1,,apparatus
p356-revision-1-dialectical-justification-of,356,3,492,p356-revision-1-dialectical-justification-of,Revision 1: Dialectical Justification of Paradigm Preference,0,1,,structural
p357-revision-2-agentic-turn-illustrates-dial,357,3,493,p357-revision-2-agentic-turn-illustrates-dial,Revision 2: Agentic Turn Illustrates Dialectical Pressure,0,1,,structural
p357-revision-3-clarifying-phrase-on-world-co,357,3,494,p357-revision-3-clarifying-phrase-on-world-co,Revision 3: Clarifying Phrase on World-Construction,0,1,,structural
p357-revision-4-definitions-of-being-life-int,357,3,495,p357-revision-4-definitions-of-being-life-int,"Revision 4: Definitions of Being, Life, Intelligence",0,1,,structural
p360-text-to-speech-options-you-can-use,360,3,496,p360-text-to-speech-options-you-can-use,Text-to-Speech Options You Can Use:,0,1,,structural
p362-next-steps,362,1,497,p362-next-steps,Next Steps:,0,1,,structural
p365-options-from-here,365,3,498,p365-options-from-here,Options from here:,0,1,,structural
p366-footnotes-1-3-acpq-style,366,3,499,p366-footnotes-1-3-acpq-style,Footnotes 1–3 (ACPQ Style),0,1,,structural
p367-footnotes-4-8-acpq-style,367,3,500,p367-footnotes-4-8-acpq-style,Footnotes 4–8 (ACPQ Style),0,1,,structural
p372-revised-structure-for-section-iv-empiric,372,1,501,p372-revised-structure-for-section-iv-empiric,Revised Structure for Section IV: Empirical and Theoretical Convergence,1,1,p372-theoretical-convergence,structural
p372-1-brief-table-of-scholars-and-discipline,372,2,503,p372-1-brief-table-of-scholars-and-discipline,1. Brief Table of Scholars and Disciplines,0,1,,structural
p373-2-brief-individual-summaries-one-paragra,373,2,504,p373-2-brief-individual-summaries-one-paragra,2. Brief Individual Summaries (One Paragraph Each),0,1,,structural
p373-3-synthesis-and-interactions-paragraph,373,2,505,p373-3-synthesis-and-interactions-paragraph,3. Synthesis and Interactions Paragraph,0,1,,structural
p373-table-scholars-and-their-disciplinary-an,373,3,506,p373-table-scholars-and-their-disciplinary-an,Table: Scholars and Their Disciplinary Anchors,0,1,,structural
p382-your-objective,382,3,507,p382-your-objective,YOUR OBJECTIVE:,0,1,,structural
p382-action-plan-confirm-before-i-execute,382,3,508,p382-action-plan-confirm-before-i-execute,ACTION PLAN (confirm before I execute):,0,1,,structural
p384-what-we-can-do-next,384,3,509,p384-what-we-can-do-next,What we can do next:,0,1,,structural
p385-here-s-what-i-can-do,385,3,510,p385-here-s-what-i-can-do,Here's What I Can Do:,0,1,,structural
p390-1-manuscript-format,390,3,511,p390-1-manuscript-format,1. Manuscript Format,0,1,,structural
p390-2-title-page-separate-page,390,3,512,p390-2-title-page-separate-page,2. Title Page (Separate Page),0,1,,structural
p390-3-abstract-no-more-than-100-words,390,3,513,p390-3-abstract-no-more-than-100-words,3. Abstract (No More than 100 Words),0,1,,structural
p390-4-footnotes,390,3,514,p390-4-footnotes,4. Footnotes,0,1,,structural
p390-5-quotations-and-citations,390,3,515,p390-5-quotations-and-citations,5. Quotations and Citations,0,1,,structural
p390-6-length,390,3,516,p390-6-length,6. Length,0,1,,structural
p391-7-footnote-numbering,391,3,517,p391-7-footnote-numbering,7. Footnote Numbering,0,1,,structural
p391-summary-of-required-edits,391,3,518,p391-summary-of-required-edits,Summary of Required Edits:,0,1,,structural
p394-here-s-what-you-can-do,394,3,519,p394-here-s-what-you-can-do,Here’s what you can do:,0,1,,structural
p396-outline-of-the-main-phases-of-the-conver,396,3,520,p396-outline-of-the-main-phases-of-the-conver,Outline of the Main Phases of the Conversation on Conscious Realism and Interdisciplinary Inquiry,1,1,p396-and-interdisciplinary-inquiry,structural
p396-i-project-launch-and-research-foundation,396,4,522,p396-i-project-launch-and-research-foundation,I. Project Launch and Research Foundations,0,1,,structural
p396-ii-framework-integration-and-thematic-co,396,4,523,p396-ii-framework-integration-and-thematic-co,II. Framework Integration and Thematic Convergence,0,1,,structural
p397-iii-methodological-strategy-synergistic,397,4,524,p397-iii-methodological-strategy-synergistic,III. Methodological Strategy: Synergistic Planks and Traditions-in-Dialogue,0,1,,structural
p397-iv-structural-refinement-and-presentatio,397,4,525,p397-iv-structural-refinement-and-presentatio,IV. Structural Refinement and Presentation Development,0,1,,structural
p397-v-formatting-footnoting-and-compliance,397,4,526,p397-v-formatting-footnoting-and-compliance,"V. Formatting, Footnoting, and Compliance",0,1,,structural
p398-bullet-point-outline-of-conversation-on,398,2,527,p398-bullet-point-outline-of-conversation-on,Bullet-Point Outline of Conversation on Conscious Realism and Interdisciplinary Inquiry,1,1,p398-interdisciplinary-inquiry,structural
p398-i-project-launch-and-research-foundation,398,3,529,p398-i-project-launch-and-research-foundation,I. Project Launch and Research Foundations,0,1,,structural
p398-ii-framework-integration-and-thematic-co,398,3,530,p398-ii-framework-integration-and-thematic-co,II. Framework Integration and Thematic Convergence,0,1,,structural
p399-iii-methodological-strategy-synergistic,399,3,531,p399-iii-methodological-strategy-synergistic,III. Methodological Strategy: Synergistic Planks and Traditions-in-Dialogue,1,1,p399-traditions-in-dialogue,structural
p399-iv-structural-refinement-and-presentatio,399,3,533,p399-iv-structural-refinement-and-presentatio,IV. Structural Refinement and Presentation Development,0,1,,structural
p399-v-formatting-footnoting-and-compliance,399,3,534,p399-v-formatting-footnoting-and-compliance,"V. Formatting, Footnoting, and Compliance",0,1,,structural
p400-project-stages-and-sub-goals-for-next-st,400,2,535,p400-project-stages-and-sub-goals-for-next-st,Project Stages and Sub-Goals for Next Steps (Revised ACPA Paper Development):,1,1,p400-paper-development,structural
p400-stage-1-integration-of-philosopher-berna,400,3,537,p400-stage-1-integration-of-philosopher-berna,Stage 1: Integration of Philosopher Bernardo Kastrup,0,1,,structural
p401-stage-2-refinement-of-the-methodological,401,3,538,p401-stage-2-refinement-of-the-methodological,Stage 2: Refinement of the Methodological Metaphor,0,1,,structural
p401-stage-3-integration-of-kastrup-into-acpa,401,3,539,p401-stage-3-integration-of-kastrup-into-acpa,"Stage 3: Integration of Kastrup into ACPA Draft of Paper 1 (""the team"")",0,1,,structural
p401-stage-4-comprehensive-reference-expansio,401,3,540,p401-stage-4-comprehensive-reference-expansio,Stage 4: Comprehensive Reference Expansion and Tightened Justifications,1,1,p401-justifications,structural
p402-next-steps-after-the-first-4-stages,402,3,542,p402-next-steps-after-the-first-4-stages,Next Steps (after the first 4 stages):,0,1,,apparatus
p402-bernardo-kastrup-hyperlinked-biography,402,3,543,p402-bernardo-kastrup-hyperlinked-biography,Bernardo Kastrup: Hyperlinked Biography,0,1,,structural
p402-education-and-early-career,402,4,544,p402-education-and-early-career,Education and Early Career,0,1,,structural
p403-professional-experience,403,4,545,p403-professional-experience,Professional Experience,0,1,,structural
p403-philosophical-contributions,403,4,546,p403-philosophical-contributions,Philosophical Contributions,0,1,,structural
p403-publications-and-media,403,4,547,p403-publications-and-media,Publications and Media,0,1,,structural
p404-bernardo-kastrup-dialogues-with-notable,404,3,548,p404-bernardo-kastrup-dialogues-with-notable,Bernardo Kastrup: Dialogues with Notable Thinkers,0,1,,structural
p404-1-donald-d-hoffman,404,4,549,p404-1-donald-d-hoffman,1. Donald D. Hoffman,0,1,,structural
p404-2-rupert-spira,404,4,550,p404-2-rupert-spira,2. Rupert Spira,0,1,,structural
p404-3-deepak-chopra,404,4,551,p404-3-deepak-chopra,3. Deepak Chopra,0,1,,structural
p404-4-curt-jaimungal,404,4,552,p404-4-curt-jaimungal,4. Curt Jaimungal,0,1,,structural
p405-5-sabine-hossenfelder,405,4,553,p405-5-sabine-hossenfelder,5. Sabine Hossenfelder,0,1,,structural
p405-6-jeffrey-mishlove,405,4,554,p405-6-jeffrey-mishlove,6. Jeffrey Mishlove,0,1,,structural
p405-7-simon-mundie,405,4,555,p405-7-simon-mundie,7. Simon Mundie,0,1,,structural
p405-8-ada-conde,405,4,556,p405-8-ada-conde,8. Ada Conde,0,1,,structural
p405-9-kelly-chase,405,4,557,p405-9-kelly-chase,9. Kelly Chase,0,1,,structural
p405-10-andrew-holecek,405,4,558,p405-10-andrew-holecek,10. Andrew Holecek,0,1,,structural
p406-stage-1-step-b-central-elements-of-berna,406,3,559,p406-stage-1-step-b-central-elements-of-berna,"Stage 1, Step (b): Central Elements of Bernardo Kastrup’s Philosophical Thought",1,1,p406-thought,structural
p406-1-analytic-idealism,406,3,561,p406-1-analytic-idealism,1. Analytic Idealism,0,1,,structural
p406-2-critique-of-materialism,406,3,562,p406-2-critique-of-materialism,2. Critique of Materialism,0,1,,structural
p407-3-metaphor-of-mind-and-dissociation,407,3,563,p407-3-metaphor-of-mind-and-dissociation,3. Metaphor of Mind and Dissociation,0,1,,structural
p407-4-objective-vs-subjective-idealism,407,3,564,p407-4-objective-vs-subjective-idealism,4. Objective vs. Subjective Idealism,0,1,,structural
p407-5-implications-for-science,407,3,565,p407-5-implications-for-science,5. Implications for Science,0,1,,structural
p407-6-interdisciplinary-resonance,407,3,566,p407-6-interdisciplinary-resonance,6. Interdisciplinary Resonance,0,1,,structural
p408-7-ethical-and-existential-consequences,408,3,567,p408-7-ethical-and-existential-consequences,7. Ethical and Existential Consequences,0,1,,structural
p410-stage-1-integration-of-bernardo-kastrup,410,2,568,p410-stage-1-integration-of-bernardo-kastrup,Stage 1: Integration of Bernardo Kastrup,0,1,,structural
p410-stage-2-methodological-refinement,410,2,569,p410-stage-2-methodological-refinement,Stage 2: Methodological Refinement,0,1,,structural
p410-stage-3-integration-of-kastrup-into-acpa,410,2,570,p410-stage-3-integration-of-kastrup-into-acpa,"Stage 3: Integration of Kastrup into ACPA Draft (""the team"")",0,1,,structural
p411-stage-4-expanded-reference-list-and-tigh,411,2,571,p411-stage-4-expanded-reference-list-and-tigh,Stage 4: Expanded Reference List and Tightened Justifications,1,1,p411-justifications,structural
p411-following-completion-of-the-above-stages,411,2,573,p411-following-completion-of-the-above-stages,Following Completion of the Above Stages:,0,1,,structural
p411-next-action,411,2,574,p411-next-action,Next Action:,0,1,,apparatus
p411-stage-1-step-c-connections-between-kastr,411,3,575,p411-stage-1-step-c-connections-between-kastr,"Stage 1, Step (c): Connections Between Kastrup’s Thought and Previously Profiled Researchers",1,1,p411-previously-profiled-researchers,structural
p411-1-donald-hoffman,411,4,577,p411-1-donald-hoffman,1. Donald Hoffman,0,1,,structural
p412-2-michael-levin,412,4,578,p412-2-michael-levin,2. Michael Levin,0,1,,structural
p412-3-stephen-wolfram,412,4,579,p412-3-stephen-wolfram,3. Stephen Wolfram,0,1,,structural
p412-4-jeff-hawkins,412,4,580,p412-4-jeff-hawkins,4. Jeff Hawkins,0,1,,structural
p413-5-karl-friston,413,4,581,p413-5-karl-friston,5. Karl Friston,0,1,,structural
p413-6-iain-mcgilchrist,413,4,582,p413-6-iain-mcgilchrist,6. Iain McGilchrist,0,1,,structural
p413-7-barbara-fredrickson,413,4,583,p413-7-barbara-fredrickson,7. Barbara Fredrickson,0,1,,structural
p413-8-n-t-wright-and-richard-rohr,413,4,584,p413-8-n-t-wright-and-richard-rohr,8. N.T. Wright and Richard Rohr,0,1,,structural
p414-9-sean-carroll,414,4,585,p414-9-sean-carroll,9. Sean Carroll,0,1,,structural
p414-stage-1-step-d-integration-points-within,414,3,586,p414-stage-1-step-d-integration-points-within,"Stage 1, Step (d): Integration Points within the Emerging Interdisciplinary Cluster",1,1,p414-interdisciplinary-cluster,structural
p414-stage-1-step-e-research-conversations-in,414,3,588,p414-stage-1-step-e-research-conversations-in,"Stage 1, Step (e): Research Conversations involving Kastrup with Other Conscious Realist Researchers",1,1,p414-conscious-realist-researchers,structural
p414-notable-interactions,414,4,590,p414-notable-interactions,Notable Interactions:,0,1,,structural
p415-recap-and-alignment-of-stage-1-steps-c-e,415,3,591,p415-recap-and-alignment-of-stage-1-steps-c-e,Recap and Alignment of Stage 1 (Steps c–e):,0,1,,structural
p416-clarifying-the-alignment-task,416,3,592,p416-clarifying-the-alignment-task,Clarifying the Alignment Task,0,1,,structural
p416-proposed-response-structure,416,3,593,p416-proposed-response-structure,Proposed Response Structure,0,1,,structural
p416-clarifying-questions-before-proceeding,416,3,594,p416-clarifying-questions-before-proceeding,Clarifying Questions Before Proceeding,0,1,,structural
p417-1-brief-recap-of-the-cr-paradigm,417,2,595,p417-1-brief-recap-of-the-cr-paradigm,1. Brief Recap of the CR Paradigm,0,1,,structural
p418-2-articulation-of-truth-within-the-cr-pa,418,2,596,p418-2-articulation-of-truth-within-the-cr-pa,2. Articulation of Truth Within the CR Paradigm,0,1,,structural
p419-3-bernardo-kastrup-s-view-on-truth,419,2,597,p419-3-bernardo-kastrup-s-view-on-truth,3. Bernardo Kastrup’s View on Truth,0,1,,structural
p420-4-alignment-analysis,420,2,598,p420-4-alignment-analysis,4. Alignment Analysis,0,1,,structural
p420-areas-of-strong-harmony,420,3,599,p420-areas-of-strong-harmony,Areas of Strong Harmony:,0,1,,structural
p420-potential-nuances-and-divergence,420,3,600,p420-potential-nuances-and-divergence,Potential Nuances and Divergence:,0,1,,structural
p420-summary-of-alignment-test,420,2,601,p420-summary-of-alignment-test,Summary of Alignment Test:,0,1,,structural
p422-alignment-check-restating-the-synergisti,422,2,602,p422-alignment-check-restating-the-synergisti,"Alignment Check: Restating the ""Synergistic Coils"" Task",0,1,,structural
p422-five-column-table-structure,422,3,603,p422-five-column-table-structure,Five-Column Table Structure:,0,1,,structural
p423-additional-clarifying-notes,423,2,604,p423-additional-clarifying-notes,Additional Clarifying Notes:,0,1,,structural
p423-alignment-check,423,3,605,p423-alignment-check,Alignment Check:,0,1,,structural
p423-clarified-rule-one-coil-multiple-rows,423,3,606,p423-clarified-rule-one-coil-multiple-rows,"Clarified Rule: One Coil, Multiple Rows",0,1,,structural
p424-implication,424,3,607,p424-implication,Implication:,0,1,,structural
p426-biography,426,2,608,p426-biography,Biography,0,1,,structural
p426-major-works,426,2,609,p426-major-works,Major Works,0,1,,structural
p426-1-the-symbolic-species-the-co-evolution,426,3,610,p426-1-the-symbolic-species-the-co-evolution,1. The Symbolic Species: The Co-evolution of Language and the Brain (1997),1,1,p426-1997,structural
p426-2-incomplete-nature-how-mind-emerged-fro,426,3,612,p426-2-incomplete-nature-how-mind-emerged-fro,2. Incomplete Nature: How Mind Emerged from Matter (2011),0,1,,structural
p427-core-concepts,427,2,613,p427-core-concepts,Core Concepts,0,1,,structural
p429-i-central-claim-meaning-as-model-based-s,429,2,614,p429-i-central-claim-meaning-as-model-based-s,I. CENTRAL CLAIM: Meaning as Model-Based Shortcuts in Thermodynamic/Computational Space,1,1,p429-thermodynamic-computational-space,structural
p429-ii-strong-alignments-yes-you-re-onto-som,429,2,616,p429-ii-strong-alignments-yes-you-re-onto-som,"II. STRONG ALIGNMENTS (YES, YOU’RE ONTO SOMETHING)",0,1,,structural
p429-1-schr-dinger-deacon,429,3,617,p429-1-schr-dinger-deacon,1. Schrödinger & Deacon,0,1,,structural
p429-2-wolfram,429,3,618,p429-2-wolfram,2. Wolfram,0,1,,structural
p430-3-hoffman,430,3,619,p430-3-hoffman,3. Hoffman,0,1,,structural
p430-4-levin,430,3,620,p430-4-levin,4. Levin,0,1,,structural
p430-iii-brutal-challenges-where-the-theory-c,430,2,621,p430-iii-brutal-challenges-where-the-theory-c,III. BRUTAL CHALLENGES: WHERE THE THEORY CREAKS,0,1,,structural
p430-a-you-risk-flattening-meaning-into-funct,430,3,622,p430-a-you-risk-flattening-meaning-into-funct,A. You Risk Flattening Meaning into Function,0,1,,structural
p430-b-are-models-the-origin-of-meaning-or-re,430,3,623,p430-b-are-models-the-origin-of-meaning-or-re,"B. Are Models the Origin of Meaning, or Reflections of It?",0,1,,structural
p431-c-the-danger-of-equating-irreducibility,431,3,624,p431-c-the-danger-of-equating-irreducibility,C. The Danger of Equating Irreducibility with Randomness,0,1,,structural
p431-iv-promising-paths-forward,431,2,625,p431-iv-promising-paths-forward,IV. PROMISING PATHS FORWARD,0,1,,structural
p431-1-link-model-to-valence,431,3,626,p431-1-link-model-to-valence,1. Link “Model” to “Valence”,0,1,,structural
p431-2-rescue-meaning-with-constraint-based-t,431,3,627,p431-2-rescue-meaning-with-constraint-based-t,2. Rescue Meaning with Constraint-based Teleodynamics,0,1,,structural
p432-tl-dr-in-brutal-shorthand,432,2,628,p432-tl-dr-in-brutal-shorthand,TL;DR (in brutal shorthand),0,1,,structural
p433-phase-1-model-creation-as-the-ground-of,433,2,629,p433-phase-1-model-creation-as-the-ground-of,Phase 1: Model Creation as the Ground of Meaning,0,1,,structural
p433-key-insights-to-synthesize,433,3,630,p433-key-insights-to-synthesize,Key Insights to Synthesize:,0,1,,structural
p433-synthesis,433,3,631,p433-synthesis,Synthesis:,0,1,,structural
p434-phase-2-choice-freedom-and-the-spiral-of,434,2,632,p434-phase-2-choice-freedom-and-the-spiral-of,"Phase 2: Choice, Freedom, and the Spiral of Meaning",0,1,,structural
p434-thomas-aquinas,434,3,633,p434-thomas-aquinas,Thomas Aquinas:,0,1,,structural
p434-stephen-wolfram,434,3,634,p434-stephen-wolfram,Stephen Wolfram:,0,1,,structural
p434-synthesis,434,3,635,p434-synthesis,Synthesis:,0,1,,structural
p435-where-this-takes-us,435,2,636,p435-where-this-takes-us,Where This Takes Us:,0,1,,structural
p437-project-goal-as-i-understand-it,437,2,637,p437-project-goal-as-i-understand-it,Project Goal (as I understand it),0,1,,structural
p437-strategic-considerations-for-abstract-an,437,2,638,p437-strategic-considerations-for-abstract-an,Strategic Considerations for Abstract and Paper Design,0,1,,structural
p437-1-title,437,3,639,p437-1-title,1. Title,0,1,,structural
p438-2-structure-of-the-paper-condensed-versi,438,3,640,p438-2-structure-of-the-paper-condensed-versi,2. Structure of the Paper (Condensed Version for Abstract),0,1,,structural
p438-i-introduction,438,4,641,p438-i-introduction,I. Introduction,0,1,,structural
p438-ii-two-pillars-of-the-paper,438,4,642,p438-ii-two-pillars-of-the-paper,II. Two Pillars of the Paper,0,1,,structural
p438-iii-christian-tradition-in-motion,438,4,643,p438-iii-christian-tradition-in-motion,III. Christian Tradition in Motion,0,1,,structural
p438-iv-thomistic-intersections-with-consciou,438,4,644,p438-iv-thomistic-intersections-with-consciou,IV. Thomistic Intersections with Conscious Realism,0,1,,structural
p439-v-conclusion,439,4,645,p439-v-conclusion,V. Conclusion,0,1,,structural
p439-draft-abstract-for-denicola-conference-s,439,2,646,p439-draft-abstract-for-denicola-conference-s,Draft Abstract (for Denicola Conference Submission),0,1,,structural
p439-time-and-scope-strategy-20-minute-readin,439,2,647,p439-time-and-scope-strategy-20-minute-readin,Time and Scope Strategy (20-Minute Reading Version),0,1,,structural
p440-critical-evaluation-of-alone-in-this-con,440,2,648,p440-critical-evaluation-of-alone-in-this-con,Critical Evaluation of “Alone” in This Context,0,1,,structural
p440-problem-matter-alone-suggests-incomplete,440,3,649,p440-problem-matter-alone-suggests-incomplete,Problem: “Matter Alone” Suggests Incomplete Inclusion,0,1,,structural
p440-better-cr-aligned-framing-might-say,440,3,650,p440-better-cr-aligned-framing-might-say,Better CR-Aligned Framing Might Say:,0,1,,structural
p440-summary,440,3,651,p440-summary,Summary:,0,1,,structural
p442-1-the-spiral-you-ve-sketched,442,2,652,p442-1-the-spiral-you-ve-sketched,1. The Spiral You’ve Sketched,0,1,,structural
p443-2-disambiguating-kastrup-s-critique-of-i,443,2,653,p443-2-disambiguating-kastrup-s-critique-of-i,2. Disambiguating Kastrup’s Critique of Information,0,1,,structural
p443-3-on-abstraction-as-causal-thomism-meets,443,2,654,p443-3-on-abstraction-as-causal-thomism-meets,3. On Abstraction as Causal: Thomism Meets Friston and Walker,1,1,p443-walker,structural
p444-4-matter-potentiality-and-the-observer-t,444,2,656,p444-4-matter-potentiality-and-the-observer-t,"4. Matter, Potentiality, and the Observer: Thomistic Parallels",0,1,,structural
p445-5-quick-feedback-on-key-lines-of-thought,445,2,657,p445-5-quick-feedback-on-key-lines-of-thought,5. Quick Feedback on Key Lines of Thought,0,1,,structural
p445-is-this-active-inference,445,3,658,p445-is-this-active-inference,“Is this Active Inference?”,0,1,,structural
p445-can-we-assign-value-to-abstraction,445,3,659,p445-can-we-assign-value-to-abstraction,“Can we assign value to abstraction?”,0,1,,structural
p445-is-there-reality-outside-our-model-buil,445,3,660,p445-is-there-reality-outside-our-model-buil,“Is there reality outside our model-building history?”,0,1,,structural
p445-summary-where-you-ve-landed,445,2,661,p445-summary-where-you-ve-landed,Summary: Where You’ve Landed,0,1,,structural
p447-structure-for-the-table-you-re-requestin,447,2,662,p447-structure-for-the-table-you-re-requestin,Structure for the Table You’re Requesting:,0,1,,structural
p449-summary-assessment-of-current-draft,449,3,663,p449-summary-assessment-of-current-draft,Summary Assessment of Current Draft,0,1,,structural
p450-suggested-next-steps,450,3,664,p450-suggested-next-steps,Suggested Next Steps,0,1,,structural
p458-initial-response-and-overview,458,3,665,p458-initial-response-and-overview,Initial Response and Overview,0,1,,structural
p458-suggestions-for-immediate-next-steps,458,3,666,p458-suggestions-for-immediate-next-steps,Suggestions for Immediate Next Steps,0,1,,structural
p458-phase-1-clean-structure-pass,458,4,667,p458-phase-1-clean-structure-pass,Phase 1: Clean Structure Pass,0,1,,structural
p459-phase-2-triage-and-sculpting,459,4,668,p459-phase-2-triage-and-sculpting,Phase 2: Triage and Sculpting,0,1,,structural
p459-phase-3-formatting-for-delivery,459,4,669,p459-phase-3-formatting-for-delivery,Phase 3: Formatting for Delivery,0,1,,structural
p459-what-i-ll-do-next-with-your-go-ahead,459,3,670,p459-what-i-ll-do-next-with-your-go-ahead,What I’ll Do Next (with your go-ahead),0,1,,structural
p460-we-are-working-on-two-separate-but-relat,460,3,671,p460-we-are-working-on-two-separate-but-relat,We are working on two separate but related papers:,0,1,,structural
p460-paper-1-acpa-conference-submission-compl,460,3,672,p460-paper-1-acpa-conference-submission-compl,Paper 1: ACPA Conference Submission (Completed),0,1,,structural
p461-paper-2-dcec-fall-conference-in-progress,461,3,673,p461-paper-2-dcec-fall-conference-in-progress,Paper 2: DCEC Fall Conference (In Progress),0,1,,structural
p461-next-step,461,3,674,p461-next-step,Next Step,0,1,,apparatus
p462-suggested-immediate-step,462,3,675,p462-suggested-immediate-step,Suggested Immediate Step,0,1,,apparatus
p462-introduction-revised-draft,462,3,676,p462-introduction-revised-draft,Introduction (Revised Draft),0,1,,structural
p465-summary-of-eleonore-stump-s-2025-maritai,465,3,677,p465-summary-of-eleonore-stump-s-2025-maritai,Summary of Eleonore Stump’s 2025 Maritain Lecture,0,1,,structural
p469-summary-of-eleonore-stump-s-2025-maritai,469,3,678,p469-summary-of-eleonore-stump-s-2025-maritai,Summary of Eleonore Stump’s 2025 Maritain Lecture,0,1,,structural
p470-20-rich-communities-for-mature-membershi,470,3,679,p470-20-rich-communities-for-mature-membershi,20 Rich Communities for Mature-Membership Dialogue,0,1,,structural
pappendix-x1,appendix,3,680,,Michael Levin — Works Consulted,0,0,,structural
pappendix-x2,appendix,3,681,,Barbara Fredrickson — Works Consulted,0,0,,structural
pappendix-x3,appendix,3,682,,Bernardo Kastrup — Works Consulted,0,0,,structural
pappendix-x4,appendix,3,683,,Sean Carroll — Works Consulted,0,0,,structural
pappendix-x5,appendix,3,684,,Donald D. Hoffman — Works Consulted,0,0,,structural
pappendix-x6,appendix,3,685,,Iain McGilchrist — Works Consulted,0,0,,structural
pappendix-x7,appendix,3,686,,Jeff Hawkins — Works Consulted,0,0,,structural
pappendix-x8,appendix,3,687,,Karl Friston — Works Consulted,0,0,,structural
pappendix-x9,appendix,3,688,,N.T. Wright — Works Consulted,0,0,,structural
pappendix-x10,appendix,3,689,,Richard Rohr — Works Consulted,0,0,,structural
pappendix-x11,appendix,3,690,,Stephen Wolfram — Works Consulted,0,0,,structural
