tradition,prs_id,label,first_seen_date,date_added,commit,present,file_relpath
rohr,PRS-13,,2026-06-30,2026-03-28,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-14,,2026-06-30,2026-03-28,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-15,,2026-06-30,,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-16,,2026-06-30,,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-17,,2026-06-30,,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-18,,2026-06-30,2026-04-12,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-19,,2026-06-30,2026-04-12,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-20,,2026-06-30,2026-04-12,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-21,,2026-06-30,2026-04-25,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-22,,2026-06-30,2026-04-25,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-23,,2026-06-30,2026-05-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-24,,2026-06-30,2026-05-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-25,,2026-06-30,2026-05-01,3d77f63e,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-26,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-27,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-28,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-29,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-30,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-31,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-32,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-33,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-34,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-35,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-36,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/rohr/prs_triplets.md
rohr,PRS-37,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/rohr/prs_triplets.md
stump,PRS-01,"P1 (Text, p.141) — Tradition-crossing inquiry",2026-04-07,,134bdc53,0,wiki/traditions/stump/prs_triplets.md
stump,PRS-02,"P2 (Text, pp.458–463) — Thomism and the cognitive turn",2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-03,"P3 (Text, pp.399–401) — Synergistic Coils as meta-tools",2026-04-07,,134bdc53,0,wiki/traditions/stump/prs_triplets.md
stump,PRS-04,P4 (Implicit) — Final causality and modern biology,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-05,P5 (Implicit) — Suffering and divine permission,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-06,P6 (Implicit) — Tradition vitality and the MacIntyre criterion,2026-04-07,2026-04-05,134bdc53,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-07,P7 (PROP-2026-04-08-001) — Narrative cognition and philosophical epistemology,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-08,P8 (PROP-2026-04-08-002) — Suffering reframed through narrative phenomenology,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-09,P9 (PROP-2026-04-13-001) — Virtue as cooperative causality,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-10,P10 (PROP-2026-04-16-003) — Biblical Narratives and Human Flourishing: Knowledge Through Narrative,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-11,P11 (PROP-2026-04-16-001) — Grains of Wheat: Suffering and Biblical Narratives,2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-12,"P12 (PROP-2026-04-16-001, 2nd candidate) — Grains of Wheat: Suffering and Biblical Narratives",2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-13,"P13 (PROP-2026-04-16-002) — Suffering and Flourishing — Thomistic Institute Podcast with Fr. Gregory Pine, O",2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-14,P14 (PROP-2026-04-28-003 / src PROP-2026-04-27-001) — Hylomorphic metaphysics of corporate substance,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-15,"P15 (PROP-2026-04-28-003, 2nd candidate) — Non-metaphorical body of Christ",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-16,"P16 (PROP-2026-04-28-003, 3rd candidate) — Tradition as hylomorphic united-something-or-other",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-17,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-18,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-19,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-20,,2026-06-30,2024-01-01,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-21,,2026-06-30,2024-01-01,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-22,,2026-06-30,2024-04-21,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-23,,2026-06-30,2025-01-01,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-24,,2026-06-30,2025-01-01,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-26,,2026-06-30,2026-01-30,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-27,,2026-06-30,2026-01-30,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-28,,2026-06-30,2026-01-30,3d77f63e,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-29,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-30,,2026-07-31,2026-07-31,3e4d06ab,1,wiki/traditions/stump/prs_triplets.md
stump,PRS-31,,2026-07-31,2026-07-31,3e4d06ab,1,wiki/traditions/stump/prs_triplets.md
wolfram,PRS-01,"P1 (Text, p.452) — Physics incompatibility",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-02,"P2 (Text, pp.52–53) — Computational universe hypothesis",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-03,"P3 (Text, p.97) — Research agenda extensions",2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-04,P4 (Implicit) — Computational irreducibility and agency,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-05,P5 (Implicit) — Observer-constituted knowledge communities,2026-04-07,2026-04-03,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-06,P6 (PROP-2026-04-07-003) — Computational metaphysics: Ruliad as ontological ground,2026-04-07,2026-04-07,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-07,P7 (PROP-2026-04-07-003) — Emes as ontological primitives,2026-04-07,2026-04-07,134bdc53,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-08,P8 (PROP-2026-04-08-007) — Ruliology as empirical discipline,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-09,P9 (PROP-2026-04-08-006) — Computational irreducibility and P vs. NP,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-10,P10 (PROP-2026-04-08-007) — Ruliology as bridge to analytic philosophy,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-11,P11 (PROP-2026-04-13-013) — Computation-Augmented Generation for AI systems,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-12,P12 (PROP-2026-04-13-014) — Consciousness as computational persistence,2026-04-16,2026-04-16,446a5672,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-13,"P13 (PROP-2026-04-18-002) — Stephen Wolfram & Matt Mullenweg: AI, and What Frontier Labs Are Getting Wrong (",2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-14,P14 (PROP-2026-04-18-001) — Philosophy Discussion with Stephen Wolfram and Luz Christopher Seiberth [Ep. 2],2026-05-11,2026-04-28,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-15,P15 (PROP-2026-04-28-004 / src PROP-2026-04-27-003) — AI-knowledge as rulial-space-search geometry,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-16,"P16 (PROP-2026-04-28-004, 2nd candidate) — Machine curiosity as non-humanlike rulial-space exploration",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-17,P17 (PROP-2026-04-28-005 / src PROP-2026-04-27-005) — Three-parameter observer-class taxonomy,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-18,"P18 (PROP-2026-04-28-005, 2nd candidate) — Two-level reading of Principle of Computational Equivalence",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-19,P19 (PROP-2026-04-28-006 / src PROP-2026-04-27-004) — Computational metaphysics as method-export to philosophy,2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-20,"P20 (PROP-2026-04-28-006, 2nd candidate) — Computational cash-out as criterion for substantive metaphysical disagreement",2026-05-11,2026-05-08,a0f86118,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-21,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-22,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-23,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-24,,2026-06-30,2025-11-11,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-25,,2026-06-30,2025-11-11,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-26,,2026-06-30,2026-02-20,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-27,,2026-06-30,2026-03-19,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-28,,2026-06-30,2026-04-24,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-29,,2026-06-30,2026-04-24,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-30,,2026-06-30,2026-04-29,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-31,,2026-06-30,2026-04-29,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-32,,2026-06-30,2026-05-01,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-33,,2026-06-30,2026-05-01,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-34,,2026-06-30,2026-05-13,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-35,,2026-06-30,2026-05-13,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-36,,2026-06-30,2026-05-15,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-37,,2026-06-30,2026-05-15,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-38,,2026-06-30,2026-05-15,3d77f63e,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-39,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-40,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-41,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-42,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-43,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-44,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-45,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-46,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wolfram,PRS-47,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wolfram/prs_triplets.md
wright,PRS-01,P1 — The epistemological false dichotomy,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-02,P2 — Faithful improvisation,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-03,P3 — Inaugurated eschatology,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-04,P4 — Resurrection as historical and cosmological,2026-05-11,2026-04-29,a0f86118,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-05,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-06,,2026-06-07,2026-06-07,49059ee2,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-07,,2026-06-17,2026-06-17,5b2965b2,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-08,,2026-06-30,,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-09,,2026-06-30,,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-10,,2026-06-30,,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-11,,2026-06-30,2026-02-17,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-12,,2026-06-30,2026-02-17,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-13,,2026-06-30,2026-02-17,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-14,,2026-06-30,2026-03-04,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-15,,2026-06-30,2026-03-04,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-16,,2026-06-30,2026-03-13,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-17,,2026-06-30,2026-03-13,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-18,,2026-06-30,2026-03-13,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-19,,2026-06-30,2026-04-05,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-20,,2026-06-30,2026-04-05,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-21,,2026-06-30,2026-04-05,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-22,,2026-06-30,2026-04-24,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-23,,2026-06-30,2026-04-24,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-24,,2026-06-30,2026-05-04,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-25,,2026-06-30,2026-05-04,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-26,,2026-06-30,2026-05-08,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-27,,2026-06-30,2026-05-08,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-28,,2026-06-30,2026-05-11,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-29,,2026-06-30,2026-05-11,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-30,,2026-06-30,2026-05-11,3d77f63e,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-31,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-32,,2026-07-01,2026-07-01,d5473b59,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-33,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-34,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-35,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-36,,2026-07-21,2026-07-21,791ea3a0,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-37,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-38,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/wright/prs_triplets.md
wright,PRS-39,,2026-08-08,2026-08-08,f2eacfd3,1,wiki/traditions/wright/prs_triplets.md
