cell_id,sheet_row,col,seq_in_row,words,node,run_id,voice,about,discipline,work_order,confidence,reason,src,pass
r353c5,354,5,3,80,III.1.1,779,Loughran,Hoffman,biology;psychology,0,high,evolutionary games drive truth to extinction unless fitness functions are monotonic,out_batch_05.psv,
r353c7,354,7,4,75,III.1.1,779,Loughran,Hoffman,biology;computer science,0,high,genetic algorithms cannot breed truth; the jewel beetle and the beer bottle,out_batch_05.psv,
r354c3,355,3,1,5,II.4,780,Loughran,Hoffman,,0,high,source pointer to a late 2014 Hoffman talk,out_batch_05.psv,
r354c4,355,4,2,24,III.2.N,781,Loughran,,neuroscience,0,med,a third of neocortex serves vision; objects and colour constructed in 100ms,repass_NB,
r354c5,355,5,3,13,II.4,782,Loughran,Hoffman,physics,1,med,pointer to his slides on macroscopic superposition and cube-face entanglement,out_batch_05.psv,
r354c7,355,7,4,88,III.1,783,Loughran,Hoffman,physics,0,high,DH takes Cs as fundamental; agent math equals Schroedinger; body emerges from mind,out_batch_05.psv,
r355c3,356,3,1,12,II.4,784,Loughran,Popper;Plato,,0,high,source pointer to Meg Sullivan quoting Popper against the Republic,out_batch_05.psv,
r355c4,356,4,2,19,II.2,785,Meg Sullivan?,Plato,sociology,0,med,Sullivan reads Plato as literally wanting the horrible society of the Republic,out_batch_05.psv,
r355c5,356,5,3,8,II.3,786,Loughran,,,1,high,to-do send Meg Sullivan the Dialectic and ID Accounts of the Good papers,out_batch_05.psv,
r356c3,357,3,1,5,II.4,787,Loughran,Hoffman,,0,high,source pointer to a Skeptic.com Hoffman interview,out_batch_05.psv,
r356c4,357,4,2,85,III.2.S,788,Loughran,Arkani-Hamed;Gross;Witten,physics;computer science,0,high,Gross Witten and NAH agree spacetime is doomed; amplituhedron math outside S-T,out_batch_05.psv,
r356c6,357,6,3,11,III.1.1,789,Loughran,Hoffman,physics,0,med,objection that DH cherry-picks physicists who agree with him,out_batch_05.psv,
r356c7,357,7,4,34,III.1.1,789,Loughran,Nagel,philosophy,0,high,Nagel The Last Word - the transcendental argument that reason cannot be argued against,out_batch_05.psv,
r356c8,357,8,5,41,III.1.2,790,Loughran,Hoffman,physics;biology,0,high,all science so far has examined the interface; external reality projected into S-T,out_batch_05.psv,
r357c5,358,5,1,48,III.2.N,791,Loughran,Hoffman,neuroscience,0,high,correlation without published causation in Cs-brain studies (V4 and MT),repass_NB,
r357c6,358,6,2,9,III.1.2,792,Loughran,,psychology,0,med,structure-from-motion - 3d perception is generated and depends on motion,out_batch_05.psv,
r358c3,359,3,1,11,II.4,793,Loughran,,physics,0,high,source pointer for background on the amplituhedron and its explorers,out_batch_05.psv,
r359c3,360,3,1,39,I.2.2,794,MacIntyre,MacIntyre,philosophy,0,high,QUOTED WJWR p360 first principles justified by surviving dialectical questioning,out_batch_05.psv,
r360c3,361,3,1,31,III.1.3,795,Loughran,,psychology,0,high,opens the stable-information-processing SIP account of truth,out_batch_05.psv,
r360c4,361,4,2,77,III.1.1,796,Loughran,Hoffman,biology;psychology,1,high,beef with DH that evolution provably yields illusory perception; recheck against CAR,out_batch_05.psv,
r360c5,361,5,3,82,III.1.1,796,Loughran,Hoffman,biology,1,high,presses what veridical means for DH - UV stripes case; get the details from CAR,out_batch_05.psv,
r360c6,361,6,4,165,III.1.3,797,Loughran,Hoffman,sociology,0,high,a rhetorically attractive minimum would make fitness and truthfulness coincide essentially,out_batch_05.psv,
r360c8,361,8,5,182,III.1.3,797,Loughran,,computer science;psychology,0,high,perception is veridical insofar as it is fit under full-information probing,out_batch_05.psv,
r360c10,361,10,6,146,III.1.3,797,Loughran,,psychology,0,high,realistic perception just is SIP perception; instability is mature members losing trust,out_batch_05.psv,
r360c12,361,12,7,442,I.2.4,798,Loughran,MacIntyre;Aquinas,sociology;history,0,high,if a supermassive tradition wins on full information then natural law is not T-independent,out_batch_05.psv,
r360c17,361,17,8,180,I.4,799,Loughran,,sociology,1,high,to-do state it better; run the experiment via a self-assembly social processing strategy,out_batch_05.psv,
r360c19,361,19,9,37,II.4,800,Loughran,MacIntyre;Otte,,1,high,to-do list real T-independence advocates starting with Marcus Otte thesis ch 7,out_batch_05.psv,
r361c3,362,3,1,6,X.2,801,Loughran,,,0,med,stray fragment - the limit of a book is,out_batch_05.psv,
r361c16,362,16,2,3,X.2,801,Loughran,,,0,med,stray fragment - limit of book,out_batch_05.psv,
r362c3,363,3,1,94,III.2.S,802,Loughran,Arkani-Hamed,physics;computer science,0,high,amplituhedron turns amplitudes into volumes outside S-T; S-T is the wrong place to look,out_batch_05.psv,
r362c4,363,4,2,18,III.2.S,802,Loughran,,physics,0,high,S-T is doomed - its limits cannot in principle be measured,out_batch_05.psv,
r362c5,363,5,3,43,III.2.S,802,Loughran,,physics,0,med,principle of least action as classical prefiguring of QM,out_batch_05.psv,
r362c6,363,6,4,55,III.2.S,802,Loughran,,physics,0,high,scattering without space and time - S-T data as outputs not inputs; positive geometry,out_batch_05.psv,
r362c7,363,7,5,97,III.2.S,802,Loughran,,physics,0,high,AdS/CFT holography and the conflict between atoms of spacetime and relativity,out_batch_05.psv,
r362c8,363,8,6,86,III.2.S,802,Loughran,Arkani-Hamed;Gates,physics,0,high,Gates error-correcting codes; NAH reformulating physics without S-T and QM; gravity gap,out_batch_05.psv,
r362c9,363,9,7,15,III.2.S,802,Loughran,,physics,1,high,note to self to post the annotated amplituhedron slides into the sheet,out_batch_05.psv,
r363c3,364,3,1,50,III.1,803,Loughran,Hoffman;Arkani-Hamed,physics,0,med,asks what S-T is doomed actually implies for a fundamental consciousness model,out_batch_05.psv,
r363c4,364,4,2,95,III.1.1,804,Loughran,Hoffman,biology,0,high,the case against reality shows only that reality is very unlike your assumptions,out_batch_05.psv,
r363c5,364,5,3,85,I.4.2,805,Loughran,Hoffman;Arkani-Hamed,physics,0,med,rhetorical force - physicists overturn assumptions too so I am in good company,out_batch_05.psv,
r363c6,364,6,4,183,III.2.I,806,Loughran,Hoffman,physics;philosophy,0,high,if information is noticing then FC is who notices - to be information is to inform,out_batch_05.psv,
r363c8,364,8,5,174,III.2.I,806,Loughran,Hoffman;Arkani-Hamed;Tegmark,,0,high,mathematical possibility informs and is noticed; possibility and actuality both in Cs,out_batch_05.psv,
r364c3,365,3,1,42,I.3.2,807,Loughran,Hoffman;MacIntyre,,0,high,MacIntyre gives a limiting measure of empathy - reciprocal confirmation of a description,out_batch_05.psv,
r365c3,366,3,1,48,I.2.3,808,Loughran,MacIntyre;Quine;Davidson,sociology,0,high,incommensurability and indeterminacy of translation - Quine v Davidson v MacIntyre,out_batch_05.psv,
r365c4,366,4,2,27,I.2.3,808,MacIntyre,MacIntyre,sociology,0,high,QUOTED 1988:373 - the bounds of a language are those of a linguistic and social community,out_batch_05.psv,
r365c5,366,5,3,170,III.1.2,809,Loughran,,neuroscience;computer science,0,high,models as intelligent creations selected to speed processing; memory and stories as models,out_batch_05.psv,
r365c8,366,8,4,64,III.1.2,809,Loughran,,physics,0,high,bigger models subsume smaller - virtue in stories as gas laws under the ideal gas law,out_batch_05.psv,
r365c9,366,9,5,66,III.1.2,809,Loughran,,sociology,0,high,language as model-bearer; speech is always model-creating,out_batch_05.psv,
r365c10,366,10,6,120,I.4.2,810,Loughran,,,0,high,rhythm and brevity give a model its ring of truth - to be information is to inform,out_batch_05.psv,
r365c12,366,12,7,206,III.2.C,811,Loughran,,computer science;sociology,0,high,communication as model transfer; jokes threats and communities are themselves models,out_batch_05.psv,
r366c3,367,3,1,1031,III.1.2,812,Loughran,,physics;philosophy,0,high,the meaning of fact - the Higgs reconstructed through layers of theory-laden inference,out_batch_05.psv,
r367c3,368,3,1,93,III.2.N,813,Loughran,,neuroscience,0,high,default mode network shows shared narrative response across languages,repass_NB,
r367c4,368,4,2,94,III.2.N,813,Loughran,,neuroscience,0,high,German translation of the r367c3 default mode network note,repass_NB,
r367c5,368,5,3,13,II.3,814,Loughran,,,0,low,in-sheet translation prompt testing English-from-German rendering,out_batch_05.psv,
r367c6,368,6,4,13,II.3,814,Loughran,,,0,low,English echo of the same translation prompt,out_batch_05.psv,
r367c7,368,7,5,132,I.1,815,Loughran,Tim Urban,neuroscience;sociology,0,high,politics polarizes even careful thinkers - DMN activation and reasoning that entrenches,out_batch_05.psv,
r368c3,369,3,1,37,III.2.A,816,Loughran,,physics;theology,0,high,before S-T no mass energy or time so awareness underneath is effortlessly transparent,out_batch_05.psv,
r368c4,369,4,2,53,III.1,817,Loughran,,philosophy,0,high,no two sorts of existence needed - trying univocity of being for Cs and math possibility,out_batch_05.psv,
r369c3,370,3,1,16,I.2.4,818,Loughran,,philosophy,1,high,to-do work the universal-principles versus empirical-stability basis for natural law,out_batch_05.psv,
r369c4,370,4,2,163,I.2.4,818,Loughran,,sociology,0,high,the mere possibility of rational consensus undercuts tradition-free universal principles,out_batch_05.psv,
r370c3,371,3,1,27,II.4,819,Loughran,,computer science,0,med,source pointer to Scapa Altair on simulation-driven versus data-driven digital twins,out_batch_05.psv,
r370c4,371,4,2,9,II.4,819,Loughran,,,1,med,note to self to come back to the digital twin item,out_batch_05.psv,
r371c3,372,3,1,35,III.2.0,820,Loughran,,physics;neuroscience;philosophy,0,high,all four levels of the Cs question resolved by FC with perspectival differentiation,out_batch_05.psv,
r371c4,372,4,2,93,III.1.2,821,Loughran,Hoffman,theology,0,high,adopts DH fundamental Cs but denies hiding is purposeful - filtering is effect not cause,out_batch_05.psv,
r371c5,372,5,3,302,III.2.X,822,Loughran,,philosophy;theology,0,high,limited perspective and cellularization drive efficiency at every level,repass_NB,
r371c8,372,8,4,75,III.2.X,822,Loughran,,philosophy,0,high,parallel processing by cellularization expressed in brains and societies alike,repass_NB,
r371c9,372,9,5,91,III.2.I,823,Loughran,,,0,high,existence is information processing - to be information is to inform,out_batch_05.psv,
r372c3,373,3,1,11,III.4,824,Loughran,,,0,med,heading for individual existence life and death on the FC model,out_batch_05.psv,
r372c4,373,4,2,93,III.2.X,825,Loughran,,philosophy;biology,0,high,to live is to calculate; cells members communities and memes all alive,repass_NB,
r372c5,373,5,3,143,III.4,826,Loughran,,sociology,0,high,death as abandonment of limited perspective; perspectives endure and unite costlessly,out_batch_05.psv,
r373c3,374,3,1,19,I.4.3,827,Loughran,,sociology,0,high,Moes and Ballentine as teachers - professional inviters maturing inside rich communities,out_batch_05.psv,
r373c4,374,4,2,42,I.4.1,828,Loughran,,,0,med,suggestion to publish as a read-only interactive shared spreadsheet as a way to write,out_batch_05.psv,
r373c5,374,5,3,31,I.4.3,829,Loughran,,sociology,0,high,thesis 1 - a network of information-rich communities with high flow between them,out_batch_05.psv,
r373c6,374,6,4,26,III.2.X,830,Loughran,,physics;neuroscience,0,high,extend social information processing to quantum physics and Cs studies,repass_NB,
r373c7,374,7,5,25,I.4.2,831,Loughran,,theology;sociology,0,high,thesis 3 - retell the American and Christian narratives under the FC model,out_batch_05.psv,
r374c3,375,3,1,69,III.1,832,Loughran,Tegmark,,1,high,open question with blanks - what work does the limited perspective modifier actually do,out_batch_05.psv,
r374c5,375,5,2,35,I.4,833,Loughran,,sociology;computer science,0,high,the network beats overflow polarization and relativism and grounds empirical natural law,out_batch_05.psv,
r374c6,375,6,3,4,X.2,834,Loughran,,,0,med,bare in-sheet label - the fundamental consciousness model,out_batch_05.psv,
r375c3,376,3,1,266,I.4.2,835,Loughran,,,0,high,all I have for you is an invitation - its meaning emerges as consensus between us,out_batch_05.psv,
r376c3,377,3,1,36,II.3,836,Loughran,,,0,high,header for a seven-hour in-person conversation with Johnny Loughran 12/29/19,out_batch_05.psv,
r376c4,377,4,2,95,III.1,837,Loughran,Tegmark;Carroll,,0,high,issue 1 - how can consciousness outside time have goals; source of dynamism in created Cs,out_batch_05.psv,
r376c5,377,5,3,26,III.1,837,Loughran,,,0,high,issue 2 - what is limited perspective consciousness and its relation to time and space,out_batch_05.psv,
r376c8,377,8,4,13,III.4,838,Loughran,,,0,high,issue 3 - what are life and death on the limited-perspective created FC view,out_batch_05.psv,
r376c9,377,9,5,12,III.4,838,Loughran,,,0,high,issue 4 - what is personhood and self on the limited-perspective created FC view,out_batch_05.psv,
r376c10,377,10,6,29,III.3,839,Loughran,,theology,0,high,issue 5 - evil intention agency culpability and whether FC is responsible for everything,out_batch_05.psv,
r376c11,377,11,7,13,III.3,839,Loughran,,theology,0,high,issue 6 - the goals of divine life and of created life,out_batch_05.psv,
r377c3,378,3,1,7,X.2,840,Loughran,,,0,med,section header introducing reflections on each question cluster,out_batch_05.psv,
r377c4,378,4,2,24,III.2.A,841,Loughran,,theology,0,med,knowledge and enjoyment as timeless; the eternal now of consciousness,out_batch_05.psv,
r377c5,378,5,3,232,III.2.S,842,Loughran,,,0,high,infinite number grid folded into relation matrices; their ordering as an analogue of time,out_batch_05.psv,
r377c8,378,8,4,81,III.4,843,Loughran,,psychology,0,high,life is perception; whatever perceives is alive; death releases the limits of perspective,out_batch_05.psv,
r377c9,378,9,5,96,III.4,843,Loughran,,,0,high,to be a person is to perceive; split brains and cortical columns; moral agency a subtype,out_batch_05.psv,
r377c10,378,10,6,112,III.3,844,Loughran,,,0,high,coming to know and enjoy as the end; failure intended only qua good from inside limits,out_batch_05.psv,
r377c11,378,11,7,91,III.4,845,Loughran,,theology,0,high,living together in maximal awareness and enjoyment as friends is the end of created life,out_batch_05.psv,
r378c3,379,3,1,8,X.2,846,Loughran,,,0,med,section header for one step further on each set of reflections,out_batch_05.psv,
r378c5,379,5,2,10,III.1.1,847,Loughran,,,0,high,objection that consciousness looks nothing like awareness of mathematical entities,out_batch_05.psv,
r378c6,379,6,3,58,III.1.1,847,Loughran,Hoffman,,0,high,reply - our connections unite disparate elements into one model and hide the rest,out_batch_05.psv,
r378c8,379,8,4,83,III.4,848,Loughran,,physics,0,high,survival after death as a limited perspective enhanced when its limits are removed,out_batch_05.psv,
r378c10,379,10,5,54,III.3,849,Loughran,,,0,high,failure possible from the eternal view but intended only qua good from the temporal one,out_batch_05.psv,
r378c11,379,11,6,85,III.3,849,Loughran,,,0,high,natural striving as limited FC overcoming its limits - what the universe is calculating,out_batch_05.psv,
r379c3,380,3,1,6,II.4,850,Loughran,Hoffman,,0,high,source pointer - reading DH The Case Against Reality,out_batch_05.psv,
r379c4,380,4,2,38,III.1.2,851,Loughran,Hoffman,,0,high,challenges that icons hide truth rather than organize it - do models hide or enable,out_batch_05.psv,
r379c5,380,5,3,34,III.1.1,852,Loughran,Hoffman,,0,med,deflates fitness beats reality as an artifact of tests designed to select the fit,out_batch_05.psv,
r379c6,380,6,4,24,III.1.2,853,Hoffman,Hoffman,psychology,0,high,QUOTED CAR xiii - I take my perceptions seriously but not literally,out_batch_05.psv,
r379c7,380,7,5,29,II.4,854,Loughran,,biology,0,high,CAR p5-6 citing the 2005 Science list of 125 open questions,out_batch_05.psv,
r379c8,380,8,6,16,II.4,854,Loughran,Crick,neuroscience,0,med,the Helmholtz Club at UC Irvine studied the question with Francis Crick for decades,out_batch_05.psv,
r379c9,380,9,7,28,III.2.N,855,Loughran,,neuroscience;theology,0,med,split brain may leave theological difference between the hemispheres,repass_NB,
r380c3,381,3,1,11,II.4,856,Loughran,Carroll;Dennett,,0,high,source pointer plus transcript link for Carroll and Dennett January 2020,out_batch_05.psv,
r380c4,381,4,2,286,III.1.1,857,Dennett,Dennett;Hoffman,neuroscience;computer science;psychology,0,high,QUOTED transcript - Dennett defends consciousness as a user illusion like a desktop,out_batch_05.psv,
r380c7,381,7,3,45,III.2.C,858,Loughran,Dennett,sociology,0,med,Dennett wants religion communal and service dimensions without the myths,out_batch_05.psv,
r380c8,381,8,4,564,III.3,859,Dennett,Dennett;Carroll,biology;sociology,0,high,QUOTED transcript - Dennett on ethics after religion and what the scaffold was for,out_batch_05.psv,
r380c15,381,15,5,48,III.3,859,Dennett,Dennett,theology;sociology,0,high,QUOTED 1:56 - morality as a social construct made by an ideally informed community,out_batch_05.psv,
r380c16,381,16,6,149,III.2.SO,860,Dennett,Dennett,biology;psychology,0,high,QUOTED - Cambrian transparency and the second great electronic transparency and privacy,out_batch_05.psv,
r380c18,381,18,7,63,III.1.1,861,Loughran,Dennett,psychology,0,high,Dennett dissolves the hard problem by treating sensation-to-action as one causal sequence,out_batch_05.psv,
r381c3,382,3,1,10,II.4,862,Loughran,Hoffman,,0,high,source pointer - returning to notes on The Case Against Reality,out_batch_05.psv,
r381c4,382,4,2,42,III.1.1,863,Loughran,Hoffman;Prakash,biology,1,high,FBT theorem statement p61 with a blank to get DH language exactly right,out_batch_05.psv,
r381c5,382,5,3,58,III.1.2,864,Loughran,Hoffman,psychology,0,high,Interface Theory of Perception follows from FBT - perception as a fitness desktop,out_batch_05.psv,
r381c6,382,6,4,41,III.1.2,864,Loughran,Hoffman,psychology,0,high,summarizes the CAR argument chain from FBT to ITP,out_batch_05.psv,
r381c7,382,7,5,38,III.1.1,865,Loughran,,neuroscience;psychology,0,high,realist theories of perception give no explanatory account of how brain states yield Cs,out_batch_05.psv,
r381c8,382,8,6,52,III.1.1,865,Loughran,Hoffman,physics;neuroscience,0,high,names the SNF result - spacetime doomed so objects neurons and emergent Cs are doomed,out_batch_05.psv,
r381c9,382,9,7,57,III.1.1,865,Loughran,,physics;biology;neuroscience,0,high,three converging failures make it time to reconsider the paradigm for perception and Cs,out_batch_05.psv,
r381c10,382,10,8,56,III.1,866,Loughran,Hoffman,physics;biology,0,high,Conscious Realism joins FBT ITP and SNF - a network of conscious agents under one math,out_batch_05.psv,
r382c3,383,3,1,13,II.4,867,Loughran,Tim Urban,,1,high,to-do spend time on Tim Urban Story of Us,out_batch_05.psv,
r382c4,383,4,2,44,I.1,868,Loughran,Tim Urban,sociology,0,high,rising mobility drives polarization - a slight preference for likes yields segregation,out_batch_05.psv,
r382c5,383,5,3,50,I.4.3,869,Loughran,,,0,high,to reach agreement we must actively prefer to live among people we disagree with,out_batch_05.psv,
r383c3,384,3,1,8,II.4,870,Loughran,Rohr,theology,0,high,source pointer to Rohr Naturally Indwelling 1/10/2020,out_batch_05.psv,
r383c4,384,4,2,53,III.4,871,Rohr,Rohr,theology,0,high,QUOTED Rohr - the True Self is compassion already; made in love for love and unto love,out_batch_05.psv,
r383c5,384,5,3,47,II.2,872,Loughran,Rohr,sociology;theology,0,med,reads Rohr as an inclusive cross-tradition synthesis compatible with FC realism,out_batch_05.psv,
r383c6,384,6,4,232,III.4,873,Loughran,MacIntyre;Hoffman,philosophy;theology,0,med,clear the deck for the gospel as new programming; can submission be measured at all,out_batch_05.psv,
r384c3,385,3,1,9,II.4,874,Loughran,Hoffman,,1,high,to-do return to DH from email notes,out_batch_05.psv,
r384c4,385,4,2,39,III.1,875,Loughran,,neuroscience,0,high,split-brain surgery as interface signal of real splitting - what individuates Cs,out_batch_05.psv,
r384c6,385,6,3,58,III.1,875,Loughran,Hoffman,,0,high,CAR p193 - DH has no account of what limits or individuates agents; TL claims one,out_batch_05.psv,
r384c8,385,8,4,127,III.1.1,876,Loughran,Hoffman,psychology,0,high,DH self-opacity argument holds only for finite Cs - an infinite set contains its doublings,out_batch_05.psv,
r385c3,386,3,1,24,II.4,877,Loughran,Graziano,psychology,0,high,source pointer to Graziano Rethinking Consciousness via Brain Science podcast,out_batch_05.psv,
r385c4,386,4,2,37,III.1.1,878,Loughran,Graziano,psychology,0,high,attention schema theory - control requires a model and we model our own attention,out_batch_05.psv,
r385c5,386,5,3,12,III.1.1,878,Loughran,Graziano,psychology,0,med,MG adds the attention schema model to an existing cluster of ideas,out_batch_05.psv,
r385c6,386,6,4,61,III.1.1,878,Loughran,Koch;Graziano,physics;neuroscience,0,high,IIT starts from Cs as axiom and explains emergence - the reverse of MG order,out_batch_05.psv,
r385c7,386,7,5,39,III.1.1,878,Loughran,Koch,neuroscience,0,high,IIT called magicalist for accepting the brain model and accepting panpsychism,out_batch_05.psv,
r385c8,386,8,6,56,III.2.N,879,Loughran,Graziano,neuroscience;philosophy,0,med,embodied cognition partly accepted; some brain models implicit not explicit,repass_NB,
r385c9,386,9,7,61,III.1.1,880,Loughran,Graziano,computer science,0,high,on AST a computer with an inner self-model is Cs - decades not centuries away,out_batch_05.psv,
r385c10,386,10,8,36,III.1.1,880,Loughran,Graziano,physics;neuroscience,0,high,MG - claiming nonphysical experience is a machine circular in a logic loop,out_batch_05.psv,
r385c11,386,11,9,125,III.1.1,880,Loughran,Graziano;Hoffman,neuroscience;psychology,0,high,AST against higher-order and GNW; brain models are cartoons carrying only fitness needs,out_batch_05.psv,
r385c13,386,13,10,33,III.1.1,880,Loughran,Koch;Graziano;Hoffman,neuroscience;computer science,0,med,IIT as outlier and AST as mainstream; DH goes unmentioned throughout,out_batch_05.psv,
r386c3,387,3,1,55,II.2,881,Loughran,Koch;Crick;Hoffman,biology;neuroscience,0,high,Koch standing and lineage via the Crick Helmholtz Club and Consciousness Redux,out_batch_05.psv,
r386c4,387,4,2,13,III.1.1,882,Loughran,Koch,,0,med,Koch definition - consciousness is having any experience at all,out_batch_05.psv,
r386c5,387,5,3,55,III.2.N,883,Loughran,Koch,neuroscience,0,high,cerebellar neuron count vs cortex; Cs seems to need the posterior hot zone,repass_NB,
r386c6,387,6,4,17,III.2.N,883,Loughran,Koch,neuroscience,0,high,zap and zip magnetic pulse test for presence of consciousness,repass_NB,
r386c7,387,7,5,32,III.1.1,884,Loughran,Koch,computer science,0,high,IIT - no computing your way to Cs; it is intrinsic causal power in hardware not software,out_batch_05.psv,
r386c8,387,8,6,67,III.1.1,884,Loughran,Koch,neuroscience;computer science,0,high,IIT versus GNW; simulated Cs is no more Cs than simulated gravity is gravity,out_batch_05.psv,
r387c3,388,3,1,53,II.4,885,Loughran,LeDoux,neuroscience;history,0,high,source pointer to LeDoux The Deep History of Ourselves with his rat fear-study background,out_batch_05.psv,
r387c4,388,4,2,244,III.1.1,886,Loughran,LeDoux;Dennett,biology;psychology,0,high,LeDoux - cognition precedes emotion and Cs may ride along rather than be selected for,out_batch_05.psv,
r387c7,388,7,3,14,III.1.1,886,Loughran,LeDoux,,1,high,to-do formulate a response to LeDoux view of consciousness,out_batch_05.psv,
r387c8,388,8,4,54,III.1,887,Loughran,LeDoux,,0,med,starting place - Cs includes everything we think and say and every reason we can give,out_batch_05.psv,
r387c9,388,9,5,75,III.2.P,888,Loughran,LeDoux;Dennett;Dawkins,biology;psychology,0,med,emotions may store information and confer fitness; stories and heroes may evolve as memes,out_batch_05.psv,
r388c3,389,3,1,73,II.2,889,Loughran,Koch,neuroscience;philosophy,0,high,Koch background and post - physics philosophy then neuroscience at the Allen Institute,out_batch_05.psv,
r388c4,389,4,2,110,III.2.N,890,Loughran,Koch;Crick,neuroscience,0,high,the search for neural correlates of consciousness and what lies past it,repass_NB,
r388c6,389,6,3,48,III.1.1,891,Loughran,Hoffman;Koch,,0,high,NCCs answer whether not why - DH skepticism heard in the background,out_batch_05.psv,
r388c7,389,7,4,51,III.1.1,891,Loughran,Koch;Tononi,neuroscience,0,high,can machines be Cs and how low does Cs go - IIT offered as the fundamental theory,out_batch_05.psv,
r388c8,389,8,5,127,III.1.1,891,Loughran,Koch;Aristotle,neuroscience;philosophy,0,high,IIT at strength - existence as causal power measured as phi; maximal causal power is Cs,out_batch_05.psv,
r388c10,389,10,6,23,III.1.1,891,Loughran,Hoffman;Koch,physics,1,high,to-do listen carefully to Koch reply to DH that S-T cannot be known to have causal power,out_batch_05.psv,
r388c11,389,11,7,114,III.1.1,891,Loughran,Koch,neuroscience,0,high,IIT is not panpsychism - only the maximum causal power locus is Cs; a Borg tipping point,out_batch_05.psv,
r388c13,389,13,8,62,III.1.1,891,Loughran,Koch,neuroscience,0,high,IIT versus GNW and the adversarial collaboration meant to settle where the NCCs are,out_batch_05.psv,
r388c14,389,14,9,54,III.1.1,891,Loughran,Koch,computer science,0,high,zap and zip results; GNW as zeitgeist holding Cs is a clever hack of feedback loops away,out_batch_05.psv,
r388c15,389,15,10,136,III.1.1,891,Loughran,Koch,biology;neuroscience;computer science,0,high,IIT stated at full strength: Cs as concentrated causal power not simulable,out_batch_06.psv,
r388c17,389,17,11,65,III.1.1,891,Loughran,Koch,neuroscience,0,med,IIT on mitochondria phi integration and split-brain results,out_batch_06.psv,
r388c18,389,18,12,56,III.1.1,891,Loughran,,neuroscience,0,med,empirical tests for Cs: TMS zip-and-zap PCI and the GNW p3b measure,out_batch_06.psv,
r388c19,389,19,13,66,III.3,892,Loughran,Koch,neuroscience;computer science,0,med,ethical implications of Cs for animals and machines,out_batch_06.psv,
r388c20,389,20,14,51,III.1.1,893,Loughran,Koch,physics;neuroscience,0,med,whether IIT needs a quantum version; classical accounts suffice so far,out_batch_06.psv,
r388c21,389,21,15,21,I.4.3,894,Koch?,Koch,neuroscience,0,low,advice on disciplinary formation for a would-be consciousness scientist,out_batch_06.psv,
r388c22,389,22,16,42,III.1.1,895,Loughran,Koch;Tononi,neuroscience,0,med,phi as causal power plus reading pointers to Koch and Tononi,out_batch_06.psv,
r389c3,390,3,1,11,II.4,896,Loughran,,,0,med,pointer to a review of podcast episodes 1-7 and the Cs sequence,out_batch_06.psv,
r389c4,390,4,2,41,II.4,896,Loughran,,biology;neuroscience,0,high,reading note on John Dowling Understanding the Brain,out_batch_06.psv,
r389c5,390,5,3,72,II.4,896,Loughran,,neuroscience;psychology,0,high,reading note on Allen Castel Better with Age,out_batch_06.psv,
r389c6,390,6,4,17,II.4,896,Loughran,,neuroscience;computer science,0,high,pointer to Paul Middlebrooks Brain Inspired podcast,out_batch_06.psv,
r390c3,391,3,1,9,II.4,897,Loughran,Hawkins,neuroscience,0,high,source pointer: Jeff Hawkins on Brain Inspired,out_batch_06.psv,
r390c4,391,4,2,16,III.2.N,898,Loughran,,neuroscience,0,high,counts of sensory input fibres: 1M visual 1M body 30K auditory,repass_NB,
r390c5,391,5,3,29,III.2.B,899,Loughran,Hawkins,neuroscience,0,med,cortical columns using hippocampal grid cells do sensorimotor sequences,repass_NB,
r390c6,391,6,4,130,III.2.N,900,Loughran,Hawkins,neuroscience,0,med,cortex borrows grid cells to locate everything relative to everything,repass_NB,
r390c9,391,9,5,66,III.2.B,901,Loughran,Hawkins,neuroscience,0,high,column specs 1mm^2 by 2mm and 100k neurons; every column learns whole models,repass_NB,
r390c10,391,10,6,86,III.1,902,Loughran,Hoffman;Hawkins,neuroscience,0,high,consciousness not brain structure at the root; interface construction,out_batch_06.psv,
r390c12,391,12,7,4,X.2,903,apparatus,,,0,high,in-sheet fragment heading the next cell,out_batch_06.psv,
r391c3,392,3,1,10,II.4,904,Loughran,,,0,high,bare URL to a PNAS paper on grandmothers,out_batch_06.psv,
r391c4,392,4,2,189,II.4,904,UNKNOWN-quoted?,,biology,0,high,pasted journal abstract on the killer whale grandmother effect,out_batch_06.psv,
r392c3,393,3,1,33,Z,905,Loughran,,,0,low,note about dictating into Docs because the sheet microphone fails,out_batch_06.psv,
r392c4,393,4,2,59,II.4,906,Loughran,Carroll;Sara Walker,physics,0,high,pointer to Carroll Mindscape with Sara Walker called a goldmine,out_batch_06.psv,
r392c5,393,5,3,96,III.2.I,907,Loughran,Sara Walker,physics;chemistry;biology,0,med,Walker on biology prior to physics and the world as unit of life,out_batch_06.psv,
r392c6,393,6,4,94,III.2.I,907,Loughran,Sara Walker;Koch,,0,high,information as replicable causal patterns; echo of Koch on simulation,out_batch_06.psv,
r392c7,393,7,5,256,III.2.I,907,Loughran,Hoffman;Carroll;Tegmark;Sara Walker,,0,high,information as exclusion of possibility hence as a limited perspective,out_batch_06.psv,
r392c10,393,10,6,92,III.2.I,907,Loughran,Sara Walker,physics,0,med,observers and the measurement problem; perspectives as state and operator matrices,out_batch_06.psv,
